Index,Date,Hour,PMIS - Total Customer Throughput (Unadjusted),Week Number,Weekday
344,2015-04-09,15:00:00,66,15,Thursday
345,2015-04-09,19:00:00,29,15,Thursday
346,2015-04-10,11:00:00,71,15,Friday
347,2015-04-10,14:00:00,175,15,Friday
348,2015-04-10,15:00:00,67,15,Friday
349,2015-04-10,16:00:00,66,15,Friday
350,2015-04-10,18:00:00,117,15,Friday
351,2015-04-10,19:00:00,20,15,Friday
352,2015-04-11,11:00:00,80,15,Saturday
353,2015-04-11,14:00:00,36,15,Saturday
354,2015-04-11,15:00:00,183,15,Saturday
355,2015-04-11,19:00:00,52,15,Saturday
356,2015-04-12,11:00:00,118,15,Sunday
357,2015-04-12,14:00:00,27,15,Sunday
358,2015-04-12,15:00:00,169,15,Sunday
359,2015-04-12,18:00:00,142,15,Sunday
360,2015-04-12,20:00:00,45,15,Sunday
361,2015-04-13,11:00:00,85,16,Monday
362,2015-04-13,12:00:00,27,16,Monday
363,2015-04-13,20:00:00,39,16,Monday
364,2015-04-14,15:00:00,54,16,Tuesday
365,2015-04-14,16:00:00,99,16,Tuesday
366,2015-04-14,20:00:00,33,16,Tuesday
367,2015-04-15,15:00:00,152,16,Wednesday
368,2015-04-15,16:00:00,90,16,Wednesday
369,2015-04-15,18:00:00,147,16,Wednesday
370,2015-04-15,19:00:00,27,16,Wednesday
371,2015-04-16,11:00:00,113,16,Thursday
372,2015-04-16,15:00:00,101,16,Thursday
373,2015-04-16,18:00:00,48,16,Thursday
374,2015-04-17,16:00:00,259,16,Friday
375,2015-04-17,17:00:00,45,16,Friday
376,2015-04-17,20:00:00,149,16,Friday
377,2015-04-17,21:00:00,43,16,Friday
378,2015-04-18,11:00:00,125,16,Saturday
379,2015-04-18,15:00:00,240,16,Saturday
380,2015-04-19,11:00:00,82,16,Sunday
381,2015-04-19,15:00:00,209,16,Sunday
382,2015-04-19,18:00:00,159,16,Sunday
383,2015-04-19,19:00:00,45,16,Sunday
384,2015-04-20,15:00:00,54,17,Monday
385,2015-04-20,16:00:00,166,17,Monday
386,2015-04-20,17:00:00,62,17,Monday
387,2015-04-20,18:00:00,36,17,Monday
388,2015-04-21,15:00:00,92,17,Tuesday
389,2015-04-21,19:00:00,37,17,Tuesday
390,2015-04-21,21:00:00,75,17,Tuesday
