Index,Date,Hour,PMIS - Total Customer Throughput (Unadjusted),Week Number,Weekday
327,2019-09-23,10:00:00,22,39,Monday
328,2019-09-23,11:00:00,50,39,Monday
329,2019-09-23,12:00:00,33,39,Monday
330,2019-09-23,13:00:00,10,39,Monday
331,2019-09-24,10:00:00,82,39,Tuesday
332,2019-09-24,11:00:00,130,39,Tuesday
333,2019-09-24,12:00:00,100,39,Tuesday
334,2019-09-24,13:00:00,32,39,Tuesday
335,2019-09-25,10:00:00,55,39,Wednesday
336,2019-09-25,11:00:00,126,39,Wednesday
337,2019-09-25,12:00:00,45,39,Wednesday
338,2019-09-25,13:00:00,9,39,Wednesday
339,2019-09-26,10:00:00,235,39,Thursday
340,2019-09-26,11:00:00,132,39,Thursday
341,2019-09-26,12:00:00,159,39,Thursday
342,2019-09-26,13:00:00,127,39,Thursday
343,2019-09-27,10:00:00,0,39,Friday
344,2019-09-28,10:00:00,0,39,Saturday
345,2019-09-29,10:00:00,51,39,Sunday
346,2019-09-29,11:00:00,65,39,Sunday
347,2019-09-29,12:00:00,59,39,Sunday
348,2019-09-29,13:00:00,62,39,Sunday
349,2019-09-30,10:00:00,118,40,Monday
350,2019-09-30,11:00:00,77,40,Monday
351,2019-09-30,12:00:00,89,40,Monday
352,2019-09-30,13:00:00,47,40,Monday
353,2019-10-01,10:00:00,15,40,Tuesday
354,2019-10-01,11:00:00,31,40,Tuesday
355,2019-10-01,12:00:00,29,40,Tuesday
356,2019-10-01,13:00:00,60,40,Tuesday
357,2019-10-02,10:00:00,73,40,Wednesday
358,2019-10-02,11:00:00,100,40,Wednesday
359,2019-10-02,12:00:00,68,40,Wednesday
360,2019-10-02,13:00:00,43,40,Wednesday
361,2019-10-03,10:00:00,136,40,Thursday
362,2019-10-03,11:00:00,244,40,Thursday
363,2019-10-03,12:00:00,146,40,Thursday
364,2019-10-03,13:00:00,64,40,Thursday
365,2019-10-04,10:00:00,0,40,Friday
366,2019-10-05,10:00:00,0,40,Saturday
367,2019-10-06,10:00:00,161,40,Sunday
368,2019-10-06,11:00:00,325,40,Sunday
369,2019-10-06,12:00:00,284,40,Sunday
370,2019-10-06,13:00:00,91,40,Sunday
371,2019-10-07,10:00:00,180,41,Monday
372,2019-10-07,11:00:00,172,41,Monday
373,2019-10-07,12:00:00,226,41,Monday
374,2019-10-07,13:00:00,21,41,Monday
375,2019-10-08,10:00:00,100,41,Tuesday
376,2019-10-08,11:00:00,246,41,Tuesday
377,2019-10-08,12:00:00,73,41,Tuesday
378,2019-10-08,13:00:00,51,41,Tuesday
379,2019-10-09,10:00:00,92,41,Wednesday
380,2019-10-09,11:00:00,154,41,Wednesday
381,2019-10-09,12:00:00,73,41,Wednesday
382,2019-10-09,13:00:00,20,41,Wednesday
383,2019-10-10,10:00:00,227,41,Thursday
384,2019-10-10,11:00:00,201,41,Thursday
385,2019-10-10,12:00:00,144,41,Thursday
386,2019-10-10,13:00:00,52,41,Thursday
387,2019-10-11,10:00:00,0,41,Friday
388,2019-10-12,10:00:00,0,41,Saturday
389,2019-10-13,10:00:00,187,41,Sunday
390,2019-10-13,11:00:00,223,41,Sunday
391,2019-10-13,12:00:00,208,41,Sunday
392,2019-10-13,13:00:00,188,41,Sunday
393,2019-10-14,10:00:00,280,42,Monday
394,2019-10-14,11:00:00,220,42,Monday
395,2019-10-14,12:00:00,221,42,Monday
396,2019-10-14,13:00:00,95,42,Monday
397,2019-10-15,10:00:00,190,42,Tuesday
398,2019-10-15,11:00:00,84,42,Tuesday
399,2019-10-15,12:00:00,103,42,Tuesday
400,2019-10-15,13:00:00,116,42,Tuesday
401,2019-10-16,10:00:00,171,42,Wednesday
402,2019-10-16,11:00:00,132,42,Wednesday
403,2019-10-16,12:00:00,99,42,Wednesday
404,2019-10-16,13:00:00,93,42,Wednesday
405,2019-10-17,10:00:00,116,42,Thursday
406,2019-10-17,11:00:00,231,42,Thursday
407,2019-10-17,12:00:00,295,42,Thursday
408,2019-10-17,13:00:00,143,42,Thursday
409,2019-10-18,10:00:00,0,42,Friday
410,2019-10-19,10:00:00,0,42,Saturday
411,2019-10-20,09:00:00,60,42,Sunday
412,2019-10-20,10:00:00,172,42,Sunday
413,2019-10-20,11:00:00,191,42,Sunday
414,2019-10-20,12:00:00,121,42,Sunday
415,2019-10-20,13:00:00,178,42,Sunday
416,2019-10-21,09:00:00,93,43,Monday
417,2019-10-21,10:00:00,191,43,Monday
418,2019-10-21,11:00:00,238,43,Monday
419,2019-10-21,12:00:00,101,43,Monday
420,2019-10-21,13:00:00,78,43,Monday
421,2019-10-22,10:00:00,193,43,Tuesday
422,2019-10-22,11:00:00,226,43,Tuesday
423,2019-10-22,12:00:00,99,43,Tuesday
424,2019-10-22,13:00:00,132,43,Tuesday
425,2019-10-23,10:00:00,78,43,Wednesday
426,2019-10-23,11:00:00,61,43,Wednesday
427,2019-10-23,12:00:00,79,43,Wednesday
428,2019-10-23,13:00:00,19,43,Wednesday
429,2019-10-24,10:00:00,219,43,Thursday
430,2019-10-24,11:00:00,277,43,Thursday
431,2019-10-24,12:00:00,328,43,Thursday
432,2019-10-24,13:00:00,163,43,Thursday
433,2019-10-25,10:00:00,0,43,Friday
434,2019-10-27,09:00:00,59,43,Sunday
435,2019-10-27,10:00:00,187,43,Sunday
436,2019-10-27,11:00:00,221,43,Sunday
437,2019-10-27,12:00:00,150,43,Sunday
438,2019-10-27,13:00:00,31,43,Sunday
439,2019-10-28,10:00:00,108,44,Monday
440,2019-10-28,11:00:00,118,44,Monday
441,2019-10-28,12:00:00,32,44,Monday
442,2019-10-28,13:00:00,21,44,Monday
443,2019-10-29,09:00:00,114,44,Tuesday
444,2019-10-29,10:00:00,121,44,Tuesday
445,2019-10-29,11:00:00,167,44,Tuesday
446,2019-10-29,12:00:00,133,44,Tuesday
447,2019-10-29,13:00:00,83,44,Tuesday
448,2019-10-30,09:00:00,106,44,Wednesday
449,2019-10-30,10:00:00,140,44,Wednesday
450,2019-10-30,11:00:00,78,44,Wednesday
451,2019-10-30,12:00:00,73,44,Wednesday
452,2019-10-30,13:00:00,87,44,Wednesday
453,2019-10-31,09:00:00,119,44,Thursday
454,2019-10-31,10:00:00,186,44,Thursday
455,2019-10-31,11:00:00,227,44,Thursday
456,2019-10-31,12:00:00,179,44,Thursday
457,2019-11-01,09:00:00,0,44,Friday
458,2019-11-02,09:00:00,0,44,Saturday
459,2019-11-03,09:00:00,114,44,Sunday
460,2019-11-03,10:00:00,189,44,Sunday
461,2019-11-03,11:00:00,187,44,Sunday
462,2019-11-03,12:00:00,240,44,Sunday
463,2019-11-03,13:00:00,12,44,Sunday
464,2019-11-04,09:00:00,178,45,Monday
465,2019-11-04,10:00:00,161,45,Monday
466,2019-11-04,11:00:00,222,45,Monday
467,2019-11-04,12:00:00,235,45,Monday
468,2019-11-04,13:00:00,49,45,Monday
469,2019-11-05,09:00:00,64,45,Tuesday
470,2019-11-05,10:00:00,79,45,Tuesday
471,2019-11-05,11:00:00,231,45,Tuesday
472,2019-11-05,12:00:00,63,45,Tuesday
473,2019-11-05,13:00:00,19,45,Tuesday
474,2019-11-06,09:00:00,48,45,Wednesday
475,2019-11-06,10:00:00,93,45,Wednesday
476,2019-11-06,11:00:00,118,45,Wednesday
477,2019-11-06,12:00:00,95,45,Wednesday
478,2019-11-06,13:00:00,34,45,Wednesday
479,2019-11-07,09:00:00,170,45,Thursday
480,2019-11-07,10:00:00,158,45,Thursday
481,2019-11-07,11:00:00,163,45,Thursday
482,2019-11-07,12:00:00,141,45,Thursday
483,2019-11-07,13:00:00,92,45,Thursday
484,2019-11-08,10:00:00,0,45,Friday
485,2019-11-09,10:00:00,0,45,Saturday
486,2019-11-10,09:00:00,214,45,Sunday
487,2019-11-10,10:00:00,184,45,Sunday
488,2019-11-10,11:00:00,221,45,Sunday
489,2019-11-10,12:00:00,206,45,Sunday
490,2019-11-11,09:00:00,80,46,Monday
491,2019-11-11,10:00:00,90,46,Monday
492,2019-11-11,11:00:00,258,46,Monday
493,2019-11-11,12:00:00,127,46,Monday
494,2019-11-12,10:00:00,0,46,Tuesday
495,2019-11-13,09:00:00,0,46,Wednesday
496,2019-11-15,09:00:00,0,46,Friday
497,2019-11-16,09:00:00,0,46,Saturday
498,2019-11-17,09:00:00,164,46,Sunday
499,2019-11-17,10:00:00,235,46,Sunday
500,2019-11-17,11:00:00,225,46,Sunday
501,2019-11-17,12:00:00,310,46,Sunday
502,2019-11-18,09:00:00,102,47,Monday
503,2019-11-18,10:00:00,85,47,Monday
504,2019-11-18,11:00:00,219,47,Monday
505,2019-11-18,12:00:00,223,47,Monday
506,2019-11-19,09:00:00,92,47,Tuesday
507,2019-11-19,10:00:00,157,47,Tuesday
508,2019-11-19,11:00:00,138,47,Tuesday
509,2019-11-19,12:00:00,98,47,Tuesday
510,2019-11-20,09:00:00,129,47,Wednesday
511,2019-11-20,10:00:00,100,47,Wednesday
512,2019-11-20,11:00:00,171,47,Wednesday
513,2019-11-20,12:00:00,113,47,Wednesday
514,2019-11-21,09:00:00,76,47,Thursday
515,2019-11-21,10:00:00,131,47,Thursday
516,2019-11-21,11:00:00,207,47,Thursday
517,2019-11-21,12:00:00,137,47,Thursday
518,2019-11-22,09:00:00,0,47,Friday
519,2019-11-23,09:00:00,0,47,Saturday
520,2019-11-24,09:00:00,106,47,Sunday
521,2019-11-24,10:00:00,102,47,Sunday
522,2019-11-24,11:00:00,157,47,Sunday
523,2019-11-24,12:00:00,211,47,Sunday
524,2019-11-25,09:00:00,66,48,Monday
525,2019-11-25,10:00:00,112,48,Monday
526,2019-11-25,11:00:00,151,48,Monday
527,2019-11-25,12:00:00,141,48,Monday
528,2019-11-26,09:00:00,114,48,Tuesday
529,2019-11-26,10:00:00,113,48,Tuesday
530,2019-11-26,11:00:00,197,48,Tuesday
531,2019-11-26,12:00:00,124,48,Tuesday
532,2019-11-27,09:00:00,57,48,Wednesday
533,2019-11-27,10:00:00,19,48,Wednesday
534,2019-11-27,11:00:00,30,48,Wednesday
535,2019-11-27,12:00:00,30,48,Wednesday
536,2019-11-28,09:00:00,124,48,Thursday
537,2019-11-28,10:00:00,141,48,Thursday
538,2019-11-28,11:00:00,122,48,Thursday
539,2019-11-28,12:00:00,20,48,Thursday
540,2019-11-29,09:00:00,0,48,Friday
541,2019-11-30,09:00:00,0,48,Saturday
542,2019-12-01,09:00:00,208,48,Sunday
543,2019-12-01,10:00:00,84,48,Sunday
544,2019-12-01,11:00:00,320,48,Sunday
545,2019-12-01,12:00:00,302,48,Sunday
546,2019-12-02,09:00:00,155,49,Monday
547,2019-12-02,10:00:00,197,49,Monday
548,2019-12-02,11:00:00,227,49,Monday
549,2019-12-02,12:00:00,292,49,Monday
550,2019-12-03,09:00:00,83,49,Tuesday
551,2019-12-03,10:00:00,91,49,Tuesday
552,2019-12-03,11:00:00,108,49,Tuesday
553,2019-12-03,12:00:00,72,49,Tuesday
554,2019-12-04,10:00:00,0,49,Wednesday
555,2019-12-05,09:00:00,34,49,Thursday
556,2019-12-05,10:00:00,82,49,Thursday
557,2019-12-05,11:00:00,124,49,Thursday
558,2019-12-05,12:00:00,44,49,Thursday
559,2019-12-06,10:00:00,0,49,Friday
560,2019-12-07,09:00:00,0,49,Saturday
561,2019-12-08,09:00:00,89,49,Sunday
562,2019-12-08,10:00:00,123,49,Sunday
563,2019-12-08,11:00:00,121,49,Sunday
564,2019-12-08,12:00:00,121,49,Sunday
565,2019-12-09,09:00:00,92,50,Monday
566,2019-12-09,10:00:00,156,50,Monday
567,2019-12-09,11:00:00,141,50,Monday
568,2019-12-09,12:00:00,158,50,Monday
569,2019-12-10,09:00:00,77,50,Tuesday
570,2019-12-10,10:00:00,59,50,Tuesday
571,2019-12-10,11:00:00,107,50,Tuesday
572,2019-12-10,12:00:00,67,50,Tuesday
