Index,Date_x,Hour,PMIS - Total Customer Throughput (Unadjusted)_x,Week Number,Weekday,Date_y,PMIS - Total Customer Throughput (Unadjusted)_y,Date,PMIS - Total Customer Throughput (Unadjusted)
1182,,13:00:00,,17,Monday,2018-04-23,3.0,,
1183,2017-04-24,14:00:00,2.0,17,Monday,,,2019-04-22,9.0
1184,2017-04-24,15:00:00,4.0,17,Monday,2018-04-23,3.0,2019-04-22,1.0
1185,,16:00:00,,17,Monday,,,2019-04-22,3.0
1186,,18:00:00,,17,Monday,2018-04-23,2.0,2019-04-22,1.0
1187,,20:00:00,,17,Monday,2018-04-23,1.0,2019-04-22,5.0
1188,,21:00:00,,17,Monday,2018-04-23,2.0,,
1189,,09:00:00,,17,Saturday,,,2019-04-27,2.0
1190,,10:00:00,,17,Saturday,2018-04-28,2.0,2019-04-27,2.0
1191,,12:00:00,,17,Saturday,,,2019-04-27,2.0
1192,2017-04-29,13:00:00,1.0,17,Saturday,,,2019-04-27,17.0
1193,2017-04-29,14:00:00,3.0,17,Saturday,2018-04-28,2.0,2019-04-27,1.0
1194,,15:00:00,,17,Saturday,,,2019-04-27,2.0
1195,,16:00:00,,17,Saturday,,,2019-04-27,4.0
1196,,21:00:00,,17,Saturday,,,2019-04-27,6.0
1197,2017-04-30,06:00:00,3.0,17,Sunday,2018-04-29,2.0,,
1198,,07:00:00,,17,Sunday,,,2019-04-28,2.0
1199,,08:00:00,,17,Sunday,2018-04-29,2.0,,
1200,,09:00:00,,17,Sunday,,,2019-04-28,9.0
1201,,11:00:00,,17,Sunday,2018-04-29,4.0,,
1202,,12:00:00,,17,Sunday,2018-04-29,1.0,2019-04-28,6.0
1203,,13:00:00,,17,Sunday,,,2019-04-28,2.0
1204,,14:00:00,,17,Sunday,2018-04-29,2.0,2019-04-28,20.0
1205,,15:00:00,,17,Sunday,,,2019-04-28,2.0
1206,2017-04-30,17:00:00,1.0,17,Sunday,,,,
1207,,19:00:00,,17,Sunday,,,2019-04-28,4.0
1208,,20:00:00,,17,Sunday,,,2019-04-28,1.0
1209,,21:00:00,,17,Sunday,,,2019-04-28,5.0
1210,2017-04-27,07:00:00,1.0,17,Thursday,,,,
1211,,08:00:00,,17,Thursday,2018-04-26,3.0,2019-04-25,5.0
1212,,09:00:00,,17,Thursday,2018-04-26,1.0,2019-04-25,3.0
1213,2017-04-27,10:00:00,2.0,17,Thursday,2018-04-26,1.0,,
1214,2017-04-27,12:00:00,1.0,17,Thursday,,,2019-04-25,1.0
1215,,13:00:00,,17,Thursday,2018-04-26,7.0,,
1216,,15:00:00,,17,Thursday,,,2019-04-25,2.0
1217,,16:00:00,,17,Thursday,2018-04-26,2.0,,
1218,,17:00:00,,17,Thursday,,,2019-04-25,2.0
1219,,19:00:00,,17,Thursday,,,2019-04-25,1.0
1220,,20:00:00,,17,Thursday,2018-04-26,2.0,2019-04-25,9.0
1221,2017-04-27,21:00:00,2.0,17,Thursday,,,,
1222,,06:00:00,,17,Tuesday,2018-04-24,1.0,,
1223,,07:00:00,,17,Tuesday,,,2019-04-23,4.0
1224,,11:00:00,,17,Tuesday,,,2019-04-23,7.0
1225,,13:00:00,,17,Tuesday,2018-04-24,1.0,,
1226,,14:00:00,,17,Tuesday,,,2019-04-23,4.0
1227,,15:00:00,,17,Tuesday,,,2019-04-23,1.0
1228,,20:00:00,,17,Tuesday,,,2019-04-23,3.0
1229,,21:00:00,,17,Tuesday,2018-04-24,2.0,2019-04-23,6.0
1230,,07:00:00,,17,Wednesday,,,2019-04-24,2.0
1231,,10:00:00,,17,Wednesday,2018-04-25,1.0,2019-04-24,5.0
1232,,11:00:00,,17,Wednesday,,,2019-04-24,1.0
1233,,12:00:00,,17,Wednesday,2018-04-25,3.0,,
1234,,14:00:00,,17,Wednesday,2018-04-25,6.0,2019-04-24,7.0
1235,,15:00:00,,17,Wednesday,,,2019-04-24,5.0
1236,,16:00:00,,17,Wednesday,,,2019-04-24,1.0
1237,,18:00:00,,17,Wednesday,2018-04-25,2.0,,
1238,,19:00:00,,17,Wednesday,2018-04-25,1.0,,
1239,,05:00:00,,18,Friday,,,2019-05-03,3.0
1240,,07:00:00,,18,Friday,,,2019-05-03,3.0
1241,,08:00:00,,18,Friday,,,2019-05-03,1.0
1242,,10:00:00,,18,Friday,2018-05-04,2.0,2019-05-03,2.0
1243,,11:00:00,,18,Friday,,,2019-05-03,1.0
1244,,12:00:00,,18,Friday,2018-05-04,8.0,,
1245,2017-05-05,13:00:00,2.0,18,Friday,,,,
1246,,14:00:00,,18,Friday,,,2019-05-03,1.0
1247,,15:00:00,,18,Friday,2018-05-04,2.0,2019-05-03,1.0
1248,,16:00:00,,18,Friday,,,2019-05-03,2.0
1249,,17:00:00,,18,Friday,2018-05-04,3.0,,
1250,,18:00:00,,18,Friday,2018-05-04,1.0,,
1251,,07:00:00,,18,Monday,,,2019-04-29,6.0
1252,,08:00:00,,18,Monday,2018-04-30,4.0,2019-04-29,2.0
1253,,09:00:00,,18,Monday,,,2019-04-29,5.0
1254,,11:00:00,,18,Monday,2018-04-30,1.0,2019-04-29,5.0
1255,,13:00:00,,18,Monday,,,2019-04-29,1.0
1256,,14:00:00,,18,Monday,2018-04-30,1.0,,
1257,,15:00:00,,18,Monday,2018-04-30,2.0,2019-04-29,9.0
1258,,16:00:00,,18,Monday,,,2019-04-29,7.0
1259,,17:00:00,,18,Monday,,,2019-04-29,1.0
1260,,18:00:00,,18,Monday,2018-04-30,2.0,2019-04-29,1.0
1261,,19:00:00,,18,Monday,,,2019-04-29,4.0
1262,,20:00:00,,18,Monday,,,2019-04-29,3.0
1263,,21:00:00,,18,Monday,,,2019-04-29,1.0
1264,,06:00:00,,18,Saturday,2018-05-05,2.0,,
1265,,07:00:00,,18,Saturday,2018-05-05,4.0,2019-05-04,3.0
1266,,08:00:00,,18,Saturday,,,2019-05-04,5.0
1267,,09:00:00,,18,Saturday,,,2019-05-04,1.0
1268,,10:00:00,,18,Saturday,2018-05-05,3.0,,
1269,2017-05-06,11:00:00,1.0,18,Saturday,2018-05-05,3.0,,
1270,2017-05-06,14:00:00,2.0,18,Saturday,2018-05-05,4.0,2019-05-04,2.0
1271,,15:00:00,,18,Saturday,,,2019-05-04,9.0
1272,2017-05-06,16:00:00,2.0,18,Saturday,,,,
1273,,17:00:00,,18,Saturday,2018-05-05,1.0,,
1274,,18:00:00,,18,Saturday,2018-05-05,3.0,2019-05-04,2.0
1275,,19:00:00,,18,Saturday,2018-05-05,5.0,,
1276,,21:00:00,,18,Saturday,,,2019-05-04,6.0
1277,,07:00:00,,18,Sunday,2018-05-06,3.0,2019-05-05,1.0
1278,,08:00:00,,18,Sunday,,,2019-05-05,7.0
1279,,09:00:00,,18,Sunday,,,2019-05-05,4.0
1280,,10:00:00,,18,Sunday,,,2019-05-05,7.0
1281,,12:00:00,,18,Sunday,2018-05-06,5.0,2019-05-05,5.0
1282,,13:00:00,,18,Sunday,,,2019-05-05,5.0
1283,,14:00:00,,18,Sunday,2018-05-06,2.0,2019-05-05,3.0
1284,,15:00:00,,18,Sunday,2018-05-06,1.0,,
1285,,16:00:00,,18,Sunday,,,2019-05-05,3.0
1286,,18:00:00,,18,Sunday,,,2019-05-05,2.0
1287,,21:00:00,,18,Sunday,,,2019-05-05,2.0
1288,,07:00:00,,18,Thursday,,,2019-05-02,3.0
1289,,09:00:00,,18,Thursday,2018-05-03,2.0,,
1290,,10:00:00,,18,Thursday,2018-05-03,6.0,2019-05-02,3.0
1291,,11:00:00,,18,Thursday,2018-05-03,1.0,,
1292,,12:00:00,,18,Thursday,2018-05-03,1.0,2019-05-02,2.0
1293,,14:00:00,,18,Thursday,2018-05-03,1.0,2019-05-02,6.0
1294,2017-05-04,15:00:00,1.0,18,Thursday,,,2019-05-02,5.0
1295,,16:00:00,,18,Thursday,,,2019-05-02,3.0
1296,,18:00:00,,18,Thursday,2018-05-03,1.0,2019-05-02,1.0
1297,,20:00:00,,18,Thursday,,,2019-05-02,5.0
1298,,21:00:00,,18,Thursday,,,2019-05-02,2.0
1299,,05:00:00,,18,Tuesday,,,2019-04-30,3.0
1300,,09:00:00,,18,Tuesday,,,2019-04-30,5.0
1301,,10:00:00,,18,Tuesday,2018-05-01,1.0,,
1302,,13:00:00,,18,Tuesday,,,2019-04-30,5.0
1303,,14:00:00,,18,Tuesday,2018-05-01,2.0,2019-04-30,1.0
1304,,15:00:00,,18,Tuesday,,,2019-04-30,2.0
1305,,16:00:00,,18,Tuesday,,,2019-04-30,4.0
1306,,18:00:00,,18,Tuesday,,,2019-04-30,4.0
1307,,19:00:00,,18,Tuesday,,,2019-04-30,1.0
1308,2017-05-02,20:00:00,3.0,18,Tuesday,,,,
1309,,07:00:00,,18,Wednesday,2018-05-02,4.0,,
1310,,08:00:00,,18,Wednesday,2018-05-02,2.0,2019-05-01,5.0
1311,,09:00:00,,18,Wednesday,,,2019-05-01,10.0
1312,2017-05-03,10:00:00,1.0,18,Wednesday,2018-05-02,1.0,2019-05-01,8.0
1313,,11:00:00,,18,Wednesday,,,2019-05-01,1.0
1314,,13:00:00,,18,Wednesday,2018-05-02,2.0,,
1315,,14:00:00,,18,Wednesday,2018-05-02,3.0,2019-05-01,13.0
1316,,15:00:00,,18,Wednesday,,,2019-05-01,2.0
1317,,16:00:00,,18,Wednesday,2018-05-02,1.0,2019-05-01,2.0
1318,,17:00:00,,18,Wednesday,2018-05-02,6.0,2019-05-01,2.0
1319,,18:00:00,,18,Wednesday,,,2019-05-01,3.0
1320,2017-05-03,20:00:00,1.0,18,Wednesday,,,2019-05-01,1.0
1321,,21:00:00,,18,Wednesday,2018-05-02,2.0,2019-05-01,3.0
1322,,07:00:00,,19,Friday,,,2019-05-10,1.0
1323,2017-05-12,08:00:00,1.0,19,Friday,,,2019-05-10,2.0
1324,,09:00:00,,19,Friday,2018-05-11,3.0,,
1325,,10:00:00,,19,Friday,2018-05-11,5.0,2019-05-10,1.0
1326,2017-05-12,11:00:00,1.0,19,Friday,,,2019-05-10,3.0
1327,,12:00:00,,19,Friday,,,2019-05-10,6.0
1328,,13:00:00,,19,Friday,2018-05-11,2.0,2019-05-10,3.0
1329,,14:00:00,,19,Friday,2018-05-11,4.0,,
1330,,15:00:00,,19,Friday,2018-05-11,1.0,,
1331,2017-05-12,16:00:00,12.0,19,Friday,2018-05-11,2.0,,
1332,2017-05-12,17:00:00,19.0,19,Friday,2018-05-11,5.0,,
1333,,20:00:00,,19,Friday,2018-05-11,1.0,,
1334,,05:00:00,,19,Monday,,,2019-05-06,6.0
1335,,06:00:00,,19,Monday,2018-05-07,2.0,,
1336,,07:00:00,,19,Monday,2018-05-07,1.0,2019-05-06,4.0
1337,,08:00:00,,19,Monday,2018-05-07,2.0,2019-05-06,1.0
1338,,09:00:00,,19,Monday,,,2019-05-06,2.0
1339,,11:00:00,,19,Monday,,,2019-05-06,1.0
1340,,13:00:00,,19,Monday,2018-05-07,2.0,,
1341,,14:00:00,,19,Monday,2018-05-07,3.0,,
1342,,18:00:00,,19,Monday,,,2019-05-06,1.0
1343,,20:00:00,,19,Monday,2018-05-07,1.0,2019-05-06,2.0
1344,,07:00:00,,19,Saturday,,,2019-05-11,1.0
1345,,08:00:00,,19,Saturday,2018-05-12,8.0,,
1346,2017-05-13,10:00:00,4.0,19,Saturday,,,,
1347,2017-05-13,11:00:00,4.0,19,Saturday,2018-05-12,2.0,2019-05-11,4.0
1348,,12:00:00,,19,Saturday,2018-05-12,1.0,2019-05-11,6.0
1349,,13:00:00,,19,Saturday,2018-05-12,1.0,,
1350,,15:00:00,,19,Saturday,2018-05-12,11.0,2019-05-11,11.0
1351,,16:00:00,,19,Saturday,2018-05-12,2.0,2019-05-11,2.0
1352,2017-05-13,17:00:00,5.0,19,Saturday,,,,
1353,,18:00:00,,19,Saturday,,,2019-05-11,1.0
1354,,19:00:00,,19,Saturday,2018-05-12,5.0,,
1355,,20:00:00,,19,Saturday,,,2019-05-11,5.0
1356,,21:00:00,,19,Saturday,2018-05-12,4.0,,
1357,,07:00:00,,19,Sunday,2018-05-13,2.0,2019-05-12,4.0
1358,,09:00:00,,19,Sunday,2018-05-13,2.0,2019-05-12,1.0
1359,,10:00:00,,19,Sunday,2018-05-13,4.0,,
1360,,13:00:00,,19,Sunday,,,2019-05-12,4.0
1361,,14:00:00,,19,Sunday,2018-05-13,4.0,,
1362,,15:00:00,,19,Sunday,,,2019-05-12,13.0
1363,,16:00:00,,19,Sunday,2018-05-13,1.0,2019-05-12,3.0
1364,,17:00:00,,19,Sunday,2018-05-13,2.0,,
1365,,20:00:00,,19,Sunday,2018-05-13,1.0,2019-05-12,2.0
1366,2017-05-14,21:00:00,2.0,19,Sunday,2018-05-13,2.0,2019-05-12,6.0
1367,,05:00:00,,19,Thursday,,,2019-05-09,5.0
1368,,06:00:00,,19,Thursday,2018-05-10,2.0,,
1369,,07:00:00,,19,Thursday,,,2019-05-09,6.0
1370,,08:00:00,,19,Thursday,2018-05-10,2.0,,
1371,,10:00:00,,19,Thursday,2018-05-10,1.0,2019-05-09,3.0
1372,,11:00:00,,19,Thursday,,,2019-05-09,6.0
1373,2017-05-11,14:00:00,1.0,19,Thursday,2018-05-10,1.0,2019-05-09,2.0
1374,,16:00:00,,19,Thursday,2018-05-10,4.0,,
1375,2017-05-11,18:00:00,1.0,19,Thursday,2018-05-10,2.0,,
1376,,19:00:00,,19,Thursday,,,2019-05-09,1.0
1377,,06:00:00,,19,Tuesday,,,2019-05-07,2.0
1378,,07:00:00,,19,Tuesday,2018-05-08,1.0,2019-05-07,1.0
1379,,08:00:00,,19,Tuesday,,,2019-05-07,4.0
1380,,09:00:00,,19,Tuesday,,,2019-05-07,1.0
1381,,10:00:00,,19,Tuesday,,,2019-05-07,3.0
1382,2017-05-09,12:00:00,4.0,19,Tuesday,,,,
1383,2017-05-09,15:00:00,1.0,19,Tuesday,,,2019-05-07,1.0
1384,,19:00:00,,19,Tuesday,,,2019-05-07,1.0
1385,,05:00:00,,19,Wednesday,,,2019-05-08,1.0
1386,,07:00:00,,19,Wednesday,,,2019-05-08,3.0
1387,2017-05-10,08:00:00,1.0,19,Wednesday,2018-05-09,3.0,,
1388,,09:00:00,,19,Wednesday,2018-05-09,4.0,,
1389,2017-05-10,11:00:00,1.0,19,Wednesday,,,2019-05-08,1.0
1390,2017-05-10,12:00:00,1.0,19,Wednesday,,,2019-05-08,1.0
1391,2017-05-10,14:00:00,2.0,19,Wednesday,2018-05-09,6.0,2019-05-08,2.0
1392,,15:00:00,,19,Wednesday,2018-05-09,2.0,,
1393,,16:00:00,,19,Wednesday,2018-05-09,1.0,2019-05-08,4.0
1394,2017-05-10,18:00:00,1.0,19,Wednesday,,,,
1395,,19:00:00,,19,Wednesday,2018-05-09,1.0,,
1396,,20:00:00,,19,Wednesday,,,2019-05-08,1.0
1397,,05:00:00,,20,Friday,2018-05-18,2.0,2019-05-17,1.0
1398,,06:00:00,,20,Friday,2018-05-18,1.0,,
1399,,07:00:00,,20,Friday,,,2019-05-17,2.0
1400,,08:00:00,,20,Friday,,,2019-05-17,4.0
1401,,09:00:00,,20,Friday,,,2019-05-17,2.0
1402,,10:00:00,,20,Friday,2018-05-18,1.0,,
1403,,11:00:00,,20,Friday,2018-05-18,2.0,,
1404,,13:00:00,,20,Friday,2018-05-18,2.0,,
1405,2017-05-19,14:00:00,4.0,20,Friday,,,2019-05-17,12.0
1406,,15:00:00,,20,Friday,2018-05-18,1.0,,
1407,,17:00:00,,20,Friday,2018-05-18,3.0,2019-05-17,4.0
1408,,18:00:00,,20,Friday,,,2019-05-17,1.0
1409,,19:00:00,,20,Friday,,,2019-05-17,1.0
1410,,20:00:00,,20,Friday,2018-05-18,6.0,,
1411,,05:00:00,,20,Monday,,,2019-05-13,1.0
1412,,08:00:00,,20,Monday,2018-05-14,1.0,,
1413,,09:00:00,,20,Monday,2018-05-14,2.0,,
1414,,11:00:00,,20,Monday,2018-05-14,2.0,2019-05-13,1.0
1415,,12:00:00,,20,Monday,2018-05-14,8.0,,
1416,2017-05-15,13:00:00,1.0,20,Monday,,,2019-05-13,2.0
1417,,14:00:00,,20,Monday,,,2019-05-13,1.0
1418,,15:00:00,,20,Monday,2018-05-14,2.0,2019-05-13,6.0
1419,,16:00:00,,20,Monday,2018-05-14,14.0,2019-05-13,2.0
1420,2017-05-15,17:00:00,1.0,20,Monday,,,2019-05-13,3.0
1421,,18:00:00,,20,Monday,,,2019-05-13,3.0
1422,,20:00:00,,20,Monday,,,2019-05-13,1.0
1423,,21:00:00,,20,Monday,2018-05-14,2.0,,
1424,,05:00:00,,20,Saturday,,,2019-05-18,2.0
1425,,07:00:00,,20,Saturday,,,2019-05-18,2.0
1426,,08:00:00,,20,Saturday,2018-05-19,1.0,2019-05-18,5.0
1427,,09:00:00,,20,Saturday,2018-05-19,2.0,,
1428,,10:00:00,,20,Saturday,2018-05-19,2.0,2019-05-18,2.0
1429,,11:00:00,,20,Saturday,2018-05-19,5.0,2019-05-18,4.0
1430,,14:00:00,,20,Saturday,2018-05-19,2.0,2019-05-18,2.0
1431,,15:00:00,,20,Saturday,2018-05-19,2.0,,
1432,,16:00:00,,20,Saturday,2018-05-19,2.0,2019-05-18,6.0
1433,,17:00:00,,20,Saturday,,,2019-05-18,2.0
1434,,18:00:00,,20,Saturday,,,2019-05-18,2.0
1435,,20:00:00,,20,Saturday,2018-05-19,2.0,2019-05-18,5.0
1436,2017-05-21,05:00:00,1.0,20,Sunday,,,,
1437,,06:00:00,,20,Sunday,,,2019-05-19,6.0
1438,,07:00:00,,20,Sunday,,,2019-05-19,1.0
1439,,08:00:00,,20,Sunday,,,2019-05-19,1.0
1440,,09:00:00,,20,Sunday,2018-05-20,1.0,2019-05-19,2.0
1441,,10:00:00,,20,Sunday,2018-05-20,2.0,2019-05-19,3.0
1442,,11:00:00,,20,Sunday,2018-05-20,1.0,2019-05-19,3.0
1443,,12:00:00,,20,Sunday,,,2019-05-19,5.0
1444,,14:00:00,,20,Sunday,,,2019-05-19,2.0
1445,,15:00:00,,20,Sunday,2018-05-20,3.0,,
1446,,16:00:00,,20,Sunday,,,2019-05-19,4.0
1447,,20:00:00,,20,Sunday,2018-05-20,1.0,,
1448,,21:00:00,,20,Sunday,,,2019-05-19,2.0
1449,2017-05-18,07:00:00,1.0,20,Thursday,,,,
1450,,08:00:00,,20,Thursday,2018-05-17,1.0,2019-05-16,5.0
1451,,09:00:00,,20,Thursday,2018-05-17,7.0,,
1452,,11:00:00,,20,Thursday,2018-05-17,2.0,2019-05-16,3.0
1453,,14:00:00,,20,Thursday,2018-05-17,6.0,2019-05-16,5.0
1454,,17:00:00,,20,Thursday,,,2019-05-16,1.0
1455,,18:00:00,,20,Thursday,2018-05-17,1.0,2019-05-16,2.0
1456,,20:00:00,,20,Thursday,2018-05-17,5.0,,
1457,,05:00:00,,20,Tuesday,,,2019-05-14,1.0
1458,,07:00:00,,20,Tuesday,2018-05-15,2.0,,
1459,,09:00:00,,20,Tuesday,2018-05-15,1.0,,
1460,,10:00:00,,20,Tuesday,,,2019-05-14,2.0
1461,,11:00:00,,20,Tuesday,2018-05-15,3.0,2019-05-14,1.0
1462,,12:00:00,,20,Tuesday,2018-05-15,1.0,,
1463,,13:00:00,,20,Tuesday,2018-05-15,1.0,,
1464,,14:00:00,,20,Tuesday,2018-05-15,2.0,2019-05-14,2.0
1465,,15:00:00,,20,Tuesday,2018-05-15,2.0,2019-05-14,2.0
1466,,17:00:00,,20,Tuesday,2018-05-15,1.0,,
1467,2017-05-16,19:00:00,1.0,20,Tuesday,,,,
1468,,20:00:00,,20,Tuesday,2018-05-15,1.0,,
1469,2017-05-16,21:00:00,3.0,20,Tuesday,,,2019-05-14,4.0
1470,,06:00:00,,20,Wednesday,,,2019-05-15,1.0
1471,,08:00:00,,20,Wednesday,2018-05-16,2.0,2019-05-15,2.0
1472,,09:00:00,,20,Wednesday,2018-05-16,6.0,2019-05-15,1.0
1473,,10:00:00,,20,Wednesday,,,2019-05-15,1.0
1474,,11:00:00,,20,Wednesday,,,2019-05-15,6.0
1475,,12:00:00,,20,Wednesday,2018-05-16,1.0,,
